,House_age,Remodeled,YearRemodAdd,YearBuilt,TotRmsAbvGrd,FullBath,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,TotalSF,OverallQual,Neighborhood,BsmtQual,HeatingQC,KitchenQual,GarageFinish,GarageType,SaleType,SalePrice
396,37,37,1972,1972,6,1,894,894.0,600.0,2.0,894,5,CollgCr,TA,TA,TA,RFn,Detchd,WD,123000.0
397,45,45,1962,1962,8,2,876,864.0,264.0,1.0,1812,5,NAmes,TA,TA,TA,RFn,Attchd,WD,169500.0
398,87,57,1950,1920,6,1,1077,961.0,338.0,1.0,1077,5,IDOTRR,Fa,Gd,TA,Unf,Detchd,WD,67000.0
399,3,2,2007,2006,7,2,1112,1092.0,438.0,2.0,1550,7,Somerst,Gd,Ex,Gd,Fin,Attchd,WD,241000.0
400,12,12,1996,1996,4,1,1288,1260.0,500.0,2.0,1288,8,Veenker,Gd,Ex,Ex,Fin,Attchd,WD,245500.0
401,1,1,2005,2005,6,2,1310,1310.0,400.0,2.0,1310,7,CollgCr,Gd,Ex,Gd,Fin,Attchd,New,164990.0
402,68,11,1997,1940,4,1,672,672.0,240.0,1.0,672,5,Sawyer,TA,Ex,TA,Unf,Detchd,WD,108000.0
403,8,8,1998,1998,10,2,1165,1141.0,420.0,2.0,2263,8,NoRidge,Gd,Gd,Gd,Fin,BuiltIn,WD,258000.0
404,12,11,1996,1995,7,2,806,806.0,373.0,2.0,1572,6,Gilbert,Gd,Gd,TA,Fin,BuiltIn,WD,168000.0
405,33,16,1993,1976,8,2,1620,1281.0,490.0,2.0,1620,4,Sawyer,TA,Ex,TA,Unf,Attchd,WD,150000.0
406,72,58,1950,1936,6,1,1166,1064.0,240.0,1.0,1166,6,SWISU,TA,Ex,TA,Unf,Detchd,WD,115000.0
407,93,32,1976,1915,8,2,840,840.0,308.0,1.0,1680,6,Crawfor,Gd,Ex,TA,Unf,Attchd,WD,177000.0
408,1,1,2006,2006,9,2,1071,1063.0,947.0,3.0,2172,7,NridgHt,Ex,Ex,Gd,RFn,Attchd,New,280000.0
409,1,0,2008,2007,8,2,1050,1034.0,836.0,3.0,2078,8,Somerst,Ex,Ex,Ex,Fin,Attchd,New,339750.0
410,51,51,1958,1958,5,1,1276,1276.0,350.0,1.0,1276,5,Edwards,TA,TA,TA,Unf,Attchd,COD,60000.0
411,51,51,1955,1955,5,1,1056,1056.0,572.0,2.0,1056,5,Gilbert,TA,TA,TA,Fin,Attchd,WD,145000.0
412,1,1,2009,2009,7,2,1478,1470.0,484.0,2.0,1478,7,Somerst,Ex,Ex,Gd,Fin,Attchd,New,222000.0
413,83,60,1950,1927,5,1,1028,1008.0,360.0,2.0,1028,5,OldTown,TA,Gd,TA,Unf,Detchd,WD,115000.0
414,15,15,1993,1993,9,2,1080,1080.0,678.0,3.0,2097,7,SawyerW,Gd,Ex,Gd,Unf,Attchd,WD,228000.0
415,0,0,2007,2007,6,2,1340,1340.0,396.0,2.0,1340,7,Gilbert,Gd,Ex,Gd,Fin,Attchd,New,181134.0
416,28,28,1978,1978,6,1,672,672.0,440.0,2.0,1400,6,Sawyer,TA,TA,TA,Fin,Attchd,WD,149500.0
417,89,57,1950,1918,10,2,1370,1370.0,864.0,3.0,2624,6,Crawfor,Gd,TA,TA,Unf,Detchd,WD,239000.0
418,67,57,1950,1940,7,1,756,756.0,240.0,1.0,1134,5,Edwards,TA,Fa,TA,Unf,Detchd,WD,126000.0
419,42,42,1968,1968,6,1,1056,1056.0,304.0,1.0,1056,5,NAmes,TA,Ex,TA,Unf,Attchd,WD,142000.0
420,11,10,1998,1997,8,2,1344,1344.0,784.0,4.0,1344,7,Mitchel,Gd,Ex,TA,Fin,Attchd,WD,206300.0
421,32,9,2000,1977,8,2,1602,1602.0,529.0,2.0,1602,6,NWAmes,Gd,Gd,Gd,Fin,Attchd,WD,215000.0
422,54,54,1954,1954,4,1,988,988.0,520.0,2.0,988,5,Mitchel,TA,Ex,TA,RFn,Attchd,WD,113000.0
423,10,10,1998,1998,8,2,1470,1470.0,696.0,3.0,2630,8,NoRidge,Gd,Gd,Gd,Fin,Attchd,WD,315000.0
424,52,52,1956,1956,6,1,1196,1196.0,297.0,1.0,1196,6,NAmes,Gd,Gd,TA,RFn,Attchd,WD,139000.0
425,63,17,1992,1946,6,1,707,651.0,240.0,1.0,1389,7,OldTown,TA,Gd,TA,Unf,Detchd,WD,135000.0
426,20,20,1989,1989,5,2,1644,1518.0,569.0,2.0,1644,7,SawyerW,Gd,Gd,Gd,Fin,Attchd,WD,275000.0
427,51,51,1957,1957,5,1,907,907.0,352.0,1.0,907,4,NAmes,TA,Ex,TA,Unf,Detchd,WD,109008.0
428,0,0,2007,2007,6,2,1208,1208.0,628.0,2.0,1208,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,New,195400.0
429,21,21,1988,1988,6,2,1412,1392.0,576.0,2.0,1412,6,Timber,Gd,TA,Gd,Unf,Attchd,WD,175000.0
430,37,37,1971,1971,4,1,483,483.0,264.0,1.0,987,6,BrDale,TA,TA,TA,Unf,Detchd,COD,85400.0
431,88,10,1998,1920,7,1,1088,901.0,0.0,0.0,1198,6,OldTown,TA,Gd,TA,Unf,Unbuilt,ConLD,79900.0
432,36,36,1971,1971,6,1,765,765.0,440.0,2.0,1365,5,BrDale,TA,Ex,TA,Unf,Detchd,WD,122500.0
433,11,10,1998,1997,7,2,926,926.0,470.0,2.0,1604,6,Gilbert,Gd,Ex,TA,Fin,Attchd,WD,181000.0
434,36,36,1972,1972,3,1,630,630.0,0.0,0.0,630,4,MeadowV,Gd,Gd,TA,Unf,Unbuilt,WD,81000.0
435,13,13,1996,1996,6,2,827,799.0,550.0,2.0,1661,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,ConLw,212000.0
436,86,56,1950,1920,6,1,734,648.0,440.0,2.0,1118,6,OldTown,Fa,TA,TA,Unf,Detchd,WD,116000.0
437,83,5,2004,1926,4,1,904,884.0,180.0,1.0,904,6,BrkSide,TA,Gd,TA,Unf,Detchd,WD,119000.0
438,94,5,2002,1913,4,1,694,440.0,352.0,1.0,694,5,Crawfor,TA,TA,Gd,Unf,Detchd,WD,90350.0
439,89,9,2000,1920,7,1,684,684.0,528.0,2.0,1196,6,Edwards,TA,Gd,Gd,Unf,Detchd,ConLI,110000.0
440,1,1,2008,2008,10,2,2402,3094.0,672.0,3.0,2402,10,NridgHt,Ex,Ex,Ex,Fin,Attchd,WD,555000.0
441,53,53,1955,1955,8,2,1440,1440.0,0.0,0.0,1440,4,Edwards,TA,TA,Fa,Unf,Unbuilt,WD,118000.0
442,78,16,1992,1930,8,2,1128,1078.0,360.0,2.0,1573,5,BrkSide,TA,TA,TA,Unf,Detchd,WD,162900.0
443,1,0,2007,2006,6,2,1258,1258.0,648.0,3.0,1258,7,Blmngtn,Ex,Ex,Gd,Fin,Attchd,New,172500.0
444,14,13,1995,1994,8,2,933,915.0,493.0,2.0,1908,7,CollgCr,Gd,Ex,Gd,Unf,Attchd,WD,210000.0
445,53,53,1956,1956,7,1,1689,1436.0,480.0,2.0,1689,6,Edwards,TA,Fa,TA,Unf,Attchd,COD,127500.0
446,44,8,2002,1966,6,2,1888,1517.0,578.0,2.0,1888,6,NAmes,TA,Ex,Gd,Fin,Attchd,WD,190000.0
447,8,7,1999,1998,10,2,956,930.0,431.0,2.0,1886,7,Gilbert,Gd,Gd,Gd,Fin,Attchd,WD,199900.0
448,69,56,1950,1937,7,2,780,780.0,198.0,1.0,1376,6,IDOTRR,TA,TA,TA,Unf,Detchd,WD,119500.0
449,59,5,2002,1948,6,1,679,649.0,308.0,1.0,1183,3,OldTown,TA,Ex,TA,Unf,Detchd,WD,120000.0
450,76,1,2005,1930,5,1,813,813.0,270.0,1.0,813,6,OldTown,TA,Ex,Gd,Unf,Detchd,WD,110000.0
451,31,31,1975,1975,5,2,1533,1533.0,576.0,2.0,1533,7,ClearCr,Gd,TA,Gd,Unf,Attchd,WD,280000.0
452,11,10,1997,1996,7,2,888,872.0,422.0,2.0,1756,6,Timber,Ex,Ex,TA,Fin,Attchd,WD,204000.0
453,1,1,2008,2008,6,2,786,768.0,676.0,2.0,1590,8,Somerst,Gd,Ex,Gd,RFn,Attchd,WD,210000.0
454,30,30,1976,1976,8,2,1728,1728.0,560.0,2.0,1728,5,Mitchel,TA,TA,TA,Unf,Detchd,WD,188000.0
455,34,34,1973,1973,6,1,1242,1242.0,528.0,2.0,1242,7,NWAmes,TA,Fa,TA,Unf,Attchd,WD,175500.0
456,92,58,1950,1916,7,1,624,624.0,513.0,3.0,1344,5,OldTown,TA,Fa,TA,Unf,Detchd,COD,98000.0
457,54,14,1994,1954,6,1,1663,1364.0,529.0,2.0,1663,4,ClearCr,Gd,Ex,Gd,Fin,Attchd,WD,256000.0
458,83,12,1996,1925,7,1,833,588.0,228.0,1.0,1666,8,OldTown,TA,Fa,Gd,Unf,Detchd,WD,161000.0
459,59,59,1950,1950,5,1,979,709.0,352.0,1.0,1203,5,BrkSide,TA,TA,Gd,Unf,Detchd,WD,110000.0
460,0,0,2009,2009,8,2,832,832.0,552.0,2.0,1935,8,Somerst,Gd,Ex,TA,Fin,BuiltIn,New,263435.0
461,73,2,2007,1936,6,1,575,560.0,576.0,2.0,1135,7,SWISU,Gd,Ex,Gd,RFn,Detchd,WD,155000.0
462,44,44,1965,1965,5,1,864,864.0,360.0,1.0,864,5,Sawyer,TA,Gd,TA,Unf,Detchd,WD,62383.0
463,74,13,1995,1934,6,1,849,715.0,240.0,1.0,1660,6,Crawfor,TA,Fa,TA,Unf,Detchd,WD,188700.0
464,31,31,1978,1978,5,2,1040,1040.0,0.0,0.0,1040,5,CollgCr,Gd,TA,TA,Unf,Unbuilt,WD,124000.0
465,2,2,2004,2004,6,2,1414,1375.0,398.0,2.0,1414,7,Blmngtn,Gd,Ex,Gd,Fin,Attchd,WD,178740.0
466,37,37,1970,1970,5,1,1277,1277.0,526.0,2.0,1277,7,NAmes,TA,TA,TA,Unf,Attchd,WD,167000.0
467,65,12,1995,1942,7,1,888,728.0,312.0,1.0,1644,5,NAmes,TA,Ex,Gd,Unf,Attchd,WD,146500.0
468,1,1,2006,2006,7,2,1634,1626.0,866.0,3.0,1634,8,NridgHt,Gd,Ex,Gd,RFn,Attchd,WD,250000.0
469,15,15,1993,1993,7,2,832,832.0,506.0,2.0,1710,6,SawyerW,Gd,Ex,Gd,RFn,Attchd,WD,187000.0
470,25,25,1985,1985,4,1,1502,1488.0,528.0,2.0,1502,8,StoneBr,Gd,TA,Gd,RFn,Attchd,WD,212000.0
471,30,30,1977,1977,8,2,1161,808.0,534.0,2.0,1969,7,NWAmes,Gd,TA,TA,RFn,Attchd,WD,190000.0
472,3,3,2005,2005,5,1,1072,547.0,525.0,2.0,1072,6,Edwards,Gd,Ex,TA,RFn,Basment,WD,148000.0
473,1,0,2007,2006,7,2,1976,1976.0,908.0,3.0,1976,8,NridgHt,Ex,Ex,Gd,RFn,Attchd,New,440000.0
474,7,7,2000,2000,6,2,1652,1494.0,499.0,2.0,1652,8,StoneBr,Gd,Ex,Ex,RFn,Attchd,WD,251000.0
475,44,44,1963,1963,5,1,970,970.0,624.0,2.0,970,5,Sawyer,TA,TA,TA,Unf,Detchd,WD,132500.0
476,11,10,1998,1997,7,2,1493,1478.0,508.0,2.0,1493,6,CollgCr,Gd,Ex,Gd,Fin,Attchd,WD,208900.0
477,1,1,2006,2006,9,2,2069,2153.0,694.0,3.0,2643,9,NridgHt,Gd,Ex,Ex,Fin,BuiltIn,WD,380000.0
478,2,1,2008,2007,7,2,1718,1705.0,826.0,3.0,1718,8,CollgCr,Ex,Ex,Gd,RFn,Attchd,WD,297000.0
479,70,7,2000,1937,7,1,1131,907.0,672.0,2.0,1131,4,OldTown,Fa,TA,TA,Unf,Detchd,WD,89471.0
480,2,1,2005,2004,8,2,1850,1833.0,772.0,3.0,1850,9,NridgHt,Ex,Ex,Gd,Fin,Attchd,WD,326000.0
481,3,2,2004,2003,6,2,1792,1792.0,874.0,3.0,1792,9,NridgHt,Ex,Ex,Ex,Fin,Attchd,WD,374000.0
482,94,4,2005,1915,7,1,916,910.0,164.0,1.0,1826,7,OldTown,TA,Ex,Ex,Unf,Attchd,WD,155000.0
483,8,8,1998,1998,5,2,1216,1216.0,402.0,2.0,1216,6,Mitchel,Ex,Ex,TA,Unf,Attchd,WD,164000.0
484,45,6,2001,1962,6,1,999,999.0,264.0,1.0,999,5,Sawyer,TA,Gd,Gd,Unf,Detchd,WD,132500.0
485,59,2,2007,1950,5,1,1113,1113.0,264.0,1.0,1113,5,NAmes,TA,Gd,Gd,Unf,Attchd,WD,147000.0
486,42,42,1965,1965,6,1,1073,1073.0,515.0,2.0,1073,5,NAmes,TA,TA,TA,RFn,Attchd,WD,156000.0
487,36,36,1971,1971,7,2,1484,1484.0,487.0,2.0,1484,5,NWAmes,Gd,Gd,TA,Unf,Attchd,WD,175000.0
488,106,36,1970,1900,10,2,1766,954.0,520.0,2.0,2414,5,OldTown,TA,TA,TA,Unf,Attchd,ConLD,160000.0
489,39,7,2002,1970,3,1,630,630.0,286.0,1.0,630,4,MeadowV,Gd,TA,Gd,Unf,Attchd,WD,86000.0
490,32,32,1976,1976,4,1,616,264.0,336.0,1.0,1304,5,MeadowV,Gd,TA,TA,Fin,BuiltIn,WD,115000.0
491,65,56,1950,1941,5,1,958,806.0,240.0,1.0,1578,6,NAmes,TA,TA,Fa,Unf,Attchd,WD,133000.0
492,0,0,2006,2006,8,2,728,728.0,429.0,2.0,1456,6,Gilbert,Gd,Gd,TA,RFn,Attchd,New,172785.0
493,48,48,1960,1960,6,1,1269,1269.0,308.0,1.0,1269,5,NAmes,TA,TA,TA,Unf,Detchd,WD,155000.0
494,71,13,1996,1938,4,1,886,190.0,273.0,1.0,886,5,OldTown,Fa,Gd,TA,Unf,Attchd,WD,91300.0
495,89,59,1950,1920,4,1,720,720.0,0.0,0.0,720,4,IDOTRR,TA,TA,TA,Unf,Unbuilt,WD,34900.0
496,15,14,1993,1992,10,3,3228,3200.0,546.0,2.0,3228,8,NoRidge,Gd,Ex,Gd,RFn,Attchd,WD,430000.0
497,83,58,1950,1925,8,2,1133,1026.0,240.0,1.0,1820,7,BrkSide,TA,Ex,TA,Unf,Detchd,WD,184000.0
498,42,5,2004,1967,5,1,899,864.0,288.0,1.0,899,5,Sawyer,TA,Ex,Gd,Fin,Attchd,WD,130000.0
499,49,22,1985,1958,5,1,912,912.0,297.0,1.0,912,5,NAmes,TA,Fa,TA,Fin,Attchd,WD,120000.0
500,34,34,1973,1973,7,1,672,672.0,264.0,1.0,1218,6,BrDale,TA,TA,TA,Unf,Detchd,WD,113000.0
501,3,3,2005,2005,7,2,866,866.0,603.0,2.0,1768,7,Somerst,Gd,Gd,Gd,RFn,Attchd,WD,226700.0
502,42,42,1965,1965,6,1,1214,1214.0,461.0,2.0,1214,5,Edwards,TA,Ex,TA,Unf,Detchd,WD,140000.0
503,51,13,1997,1959,6,2,1801,1501.0,484.0,2.0,1801,7,Crawfor,TA,TA,TA,Fin,Attchd,WD,289000.0
504,35,35,1974,1974,6,2,855,855.0,440.0,2.0,1322,6,NPkVill,TA,TA,TA,Unf,Attchd,WD,147000.0
505,57,57,1952,1952,10,2,960,960.0,400.0,2.0,1960,5,OldTown,TA,Gd,TA,Unf,Detchd,COD,124500.0
506,13,12,1994,1993,8,2,1065,777.0,471.0,2.0,1911,8,SawyerW,Gd,Ex,Gd,RFn,Attchd,WD,215000.0
507,0,0,2009,2009,4,2,1218,1218.0,676.0,2.0,1218,6,Somerst,Gd,Ex,Gd,Fin,Attchd,New,208300.0
508,80,3,2005,1928,7,2,689,689.0,360.0,2.0,1378,7,OldTown,TA,Ex,Gd,Unf,Detchd,WD,161000.0
509,50,50,1959,1959,6,1,1041,1041.0,270.0,1.0,1041,5,NAmes,TA,Ex,TA,RFn,Attchd,WD,124500.0
510,58,9,2000,1951,6,1,1363,1008.0,288.0,1.0,1363,5,NAmes,TA,Ex,TA,Unf,CarPort,WD,164900.0
511,1,0,2006,2005,6,2,1368,1368.0,474.0,2.0,1368,7,NridgHt,Gd,Ex,Gd,RFn,Attchd,New,202665.0
512,48,48,1958,1958,5,1,864,864.0,624.0,2.0,864,5,NAmes,TA,TA,TA,Unf,Detchd,WD,129900.0
513,24,24,1983,1983,5,1,1080,1084.0,484.0,2.0,1080,6,Mitchel,TA,TA,TA,Unf,Attchd,WD,134000.0
514,81,57,1950,1926,5,1,789,768.0,200.0,1.0,789,5,Crawfor,TA,Fa,TA,Unf,Detchd,WD,96500.0
515,0,0,2009,2009,9,2,2020,2006.0,900.0,3.0,2020,10,NridgHt,Ex,Ex,Ex,Fin,Attchd,New,402861.0
516,37,37,1972,1972,7,2,1378,689.0,583.0,2.0,2119,6,NWAmes,TA,TA,TA,RFn,Attchd,COD,158000.0
517,13,12,1997,1996,7,2,1277,1264.0,889.0,3.0,2344,7,NoRidge,Gd,Ex,Gd,RFn,Attchd,WD,265000.0
518,9,9,1998,1998,7,2,882,794.0,546.0,2.0,1796,6,CollgCr,Gd,Ex,TA,RFn,Attchd,WD,211000.0
519,83,5,2004,1926,9,1,1276,1276.0,282.0,1.0,2080,7,Crawfor,Gd,Ex,Gd,Unf,Detchd,WD,234000.0
520,108,8,2000,1900,7,2,694,0.0,0.0,0.0,1294,4,OldTown,None,TA,TA,Unf,Unbuilt,WD,106250.0
521,50,50,1957,1957,6,1,1244,1244.0,336.0,1.0,1244,6,NAmes,TA,Ex,TA,Unf,Attchd,WD,150000.0
522,59,56,1950,1947,7,2,1004,1004.0,420.0,2.0,1664,6,BrkSide,TA,Ex,TA,Unf,Detchd,WD,159000.0
523,0,-1,2008,2007,11,3,3138,3138.0,884.0,3.0,4676,10,Edwards,Ex,Ex,Ex,Fin,BuiltIn,New,184750.0
524,11,10,1997,1996,8,2,1383,1379.0,834.0,3.0,2398,7,NoRidge,Gd,Ex,Gd,Fin,Attchd,WD,315750.0
525,1,1,2005,2005,6,2,1266,1257.0,453.0,2.0,1266,7,Somerst,Gd,Ex,Gd,Unf,Attchd,WD,176000.0
526,51,7,2000,1956,4,1,928,928.0,252.0,1.0,928,5,NAmes,Gd,TA,TA,Unf,Attchd,WD,132000.0
527,0,0,2008,2008,11,2,1476,1452.0,858.0,3.0,2713,9,NridgHt,Ex,Ex,Ex,Fin,Attchd,New,446261.0
528,87,5,2002,1920,5,1,605,528.0,0.0,0.0,605,4,Edwards,TA,Ex,TA,Unf,Unbuilt,WD,86000.0
529,50,32,1975,1957,9,3,2515,2035.0,484.0,2.0,2515,6,Crawfor,TA,TA,TA,RFn,Attchd,WD,200624.0
530,20,19,1989,1988,5,2,1509,1461.0,600.0,2.0,1509,6,Timber,Gd,Ex,Gd,RFn,Attchd,WD,175000.0
531,88,9,1999,1920,6,2,751,611.0,502.0,2.0,1362,6,BrkSide,Fa,Ex,TA,Fin,Detchd,WD,128000.0
532,55,3,2007,1955,5,1,827,0.0,392.0,1.0,827,5,NAmes,None,Ex,TA,Unf,Detchd,WD,107500.0
533,61,57,1950,1946,2,1,334,0.0,0.0,0.0,334,1,BrkSide,None,Fa,Fa,Unf,Unbuilt,WD,39300.0
534,2,2,2004,2004,6,2,707,707.0,403.0,2.0,1414,8,Gilbert,Ex,Ex,Gd,Fin,Attchd,WD,178000.0
535,98,17,1991,1910,5,1,820,1117.0,0.0,0.0,1347,5,Edwards,Gd,TA,TA,Unf,Unbuilt,WD,107500.0
536,10,9,1999,1998,8,2,880,880.0,527.0,2.0,1724,7,CollgCr,Gd,Ex,Gd,Fin,Attchd,WD,188000.0
537,36,36,1972,1972,5,1,864,864.0,576.0,2.0,864,4,NAmes,TA,TA,TA,Unf,Detchd,COD,111250.0
538,38,38,1968,1968,7,1,1159,1051.0,336.0,1.0,1159,5,Sawyer,TA,TA,TA,Unf,Attchd,WD,158000.0
539,9,8,2002,2001,6,2,1601,1581.0,670.0,2.0,1601,8,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,272000.0
540,3,3,2006,2006,8,2,1838,1838.0,765.0,3.0,1838,9,Timber,Ex,Ex,Ex,Fin,Attchd,WD,315000.0
541,7,7,2000,2000,8,2,997,969.0,648.0,3.0,2285,8,NoRidge,Gd,Ex,Gd,Fin,BuiltIn,WD,248000.0
542,11,10,1999,1998,7,2,1680,1650.0,583.0,2.0,1680,7,NWAmes,Ex,Ex,Gd,Fin,Attchd,WD,213250.0
543,9,9,1998,1998,4,1,767,723.0,367.0,1.0,767,7,NAmes,Gd,Ex,TA,Fin,Attchd,WD,133000.0
544,0,0,2006,2006,7,2,664,654.0,426.0,2.0,1496,7,Gilbert,Gd,Ex,Gd,RFn,Attchd,New,179665.0
545,18,18,1988,1988,9,2,1377,1204.0,786.0,3.0,2183,7,NWAmes,Gd,Gd,Gd,Unf,Attchd,WD,229000.0
546,84,57,1950,1923,6,1,915,1065.0,440.0,2.0,1635,6,BrkSide,Gd,Ex,TA,Unf,Detchd,WD,210000.0
547,37,37,1970,1970,5,1,768,768.0,624.0,2.0,768,5,Mitchel,Gd,Ex,TA,Unf,Detchd,WD,129500.0
548,53,13,1995,1955,4,1,825,825.0,720.0,2.0,825,5,OldTown,TA,TA,TA,RFn,Detchd,WD,125000.0
549,6,5,2004,2003,8,2,912,912.0,615.0,2.0,2094,7,Somerst,Gd,Ex,Gd,Fin,BuiltIn,WD,263000.0
550,31,31,1977,1977,4,2,1069,1069.0,440.0,2.0,1069,6,NPkVill,Gd,TA,TA,RFn,Attchd,COD,140000.0
551,51,51,1957,1957,5,1,928,928.0,288.0,1.0,928,5,OldTown,TA,Gd,TA,Fin,Attchd,WD,112500.0
552,3,3,2006,2006,7,2,1717,1709.0,908.0,3.0,1717,8,NridgHt,Ex,Ex,Gd,RFn,Attchd,WD,255500.0
553,60,6,2003,1949,5,2,1126,0.0,520.0,2.0,1126,4,Edwards,None,Ex,Gd,Fin,Detchd,WD,108000.0
554,5,4,2004,2003,8,2,1006,998.0,871.0,3.0,2046,7,NridgHt,Gd,Ex,Gd,RFn,BuiltIn,WD,284000.0
555,84,56,1950,1922,5,1,1048,993.0,280.0,1.0,1048,5,BrkSide,TA,TA,TA,Unf,Detchd,WD,113000.0
556,49,49,1957,1957,6,1,1092,1092.0,299.0,1.0,1092,5,NAmes,TA,TA,TA,Fin,Attchd,WD,141000.0
557,86,56,1950,1920,7,1,897,637.0,570.0,1.0,1336,4,IDOTRR,TA,Gd,TA,Unf,CarPort,COD,108000.0
558,12,11,1997,1996,6,2,729,729.0,406.0,2.0,1446,7,Gilbert,Gd,Ex,TA,Unf,Attchd,WD,175000.0
559,3,2,2004,2003,7,2,1557,1374.0,420.0,2.0,1557,7,Blmngtn,Gd,Ex,Gd,Fin,Attchd,WD,234000.0
560,53,14,1996,1957,5,1,1392,1392.0,528.0,2.0,1392,5,Sawyer,Gd,TA,TA,Unf,Detchd,WD,121500.0
561,32,31,1975,1974,6,1,1389,1389.0,418.0,2.0,1389,5,Mitchel,Gd,Gd,TA,RFn,Attchd,WD,170000.0
562,68,39,1969,1940,6,1,996,996.0,0.0,0.0,996,5,Edwards,TA,Ex,TA,Unf,Unbuilt,WD,108000.0
563,90,58,1950,1918,8,2,1163,1163.0,396.0,2.0,1674,6,Edwards,Gd,Ex,TA,Fin,Detchd,WD,185000.0
564,14,6,2000,1992,9,2,1166,1095.0,590.0,2.0,2295,7,NoRidge,Gd,Ex,Gd,RFn,Attchd,WD,268000.0
565,95,60,1950,1915,6,1,841,806.0,216.0,1.0,1647,6,SWISU,Gd,TA,Fa,Unf,Detchd,WD,128000.0
566,3,1,2007,2005,11,2,1134,1122.0,656.0,3.0,2504,9,StoneBr,Gd,Ex,Ex,Fin,BuiltIn,WD,325000.0
567,6,6,2004,2004,7,2,1535,1517.0,532.0,2.0,1535,7,NridgHt,Gd,Ex,Gd,RFn,Attchd,WD,214000.0
568,26,0,2009,1983,5,1,1496,1496.0,612.0,2.0,2132,8,SawyerW,Gd,Ex,Gd,Fin,BuiltIn,WD,316600.0
569,27,27,1979,1979,4,1,943,943.0,600.0,2.0,943,5,NAmes,Gd,TA,TA,Unf,Detchd,WD,135960.0
570,43,43,1965,1965,10,2,1728,1728.0,576.0,2.0,1728,5,NAmes,TA,TA,TA,Unf,Detchd,WD,142600.0
571,47,47,1959,1959,4,1,864,864.0,288.0,1.0,864,6,NAmes,TA,Ex,Gd,Unf,Attchd,WD,120000.0
572,0,0,2009,2009,6,2,846,846.0,650.0,2.0,1692,7,Timber,Ex,Gd,Gd,RFn,Attchd,New,224500.0
573,7,7,2000,2000,8,2,774,384.0,400.0,2.0,1430,7,Gilbert,Gd,Ex,TA,RFn,BuiltIn,WD,170000.0
574,36,2,2005,1971,5,1,576,372.0,288.0,1.0,1109,5,NAmes,TA,TA,TA,Unf,BuiltIn,WD,139000.0
575,61,58,1950,1947,6,1,832,832.0,336.0,1.0,1216,5,NAmes,TA,TA,TA,Unf,Detchd,COD,118500.0
576,81,59,1950,1928,6,2,877,861.0,216.0,1.0,1477,7,SWISU,TA,Gd,TA,Unf,Detchd,WD,145000.0
577,40,40,1966,1966,6,1,1320,1164.0,564.0,2.0,1320,5,Sawyer,TA,Ex,TA,RFn,Attchd,WD,164500.0
578,1,1,2007,2007,5,2,703,689.0,540.0,2.0,1392,7,Somerst,Gd,Ex,Gd,Unf,Detchd,WD,146000.0
579,54,54,1954,1954,7,2,1050,1050.0,352.0,1.0,1795,5,OldTown,TA,Ex,TA,Unf,Attchd,WD,131500.0
580,47,20,1987,1960,7,1,1429,1144.0,572.0,2.0,1429,6,NAmes,TA,Ex,Gd,Unf,Attchd,WD,181900.0
581,1,0,2009,2008,8,2,2042,2042.0,1390.0,3.0,2042,8,NridgHt,Ex,Ex,Ex,RFn,Attchd,New,253293.0
582,17,17,1990,1990,5,1,816,816.0,0.0,0.0,816,6,Edwards,Gd,TA,TA,Unf,Unbuilt,WD,118500.0
583,115,8,2000,1893,9,3,1521,1237.0,880.0,2.0,2775,10,OldTown,TA,Gd,Gd,Unf,Detchd,WD,325000.0
584,74,14,1995,1935,6,1,989,884.0,240.0,1.0,1573,4,BrkSide,TA,Ex,Gd,Unf,Detchd,WD,133000.0
585,1,0,2006,2005,7,2,2028,1868.0,880.0,3.0,2028,8,Timber,Ex,Ex,Gd,RFn,Attchd,New,369900.0
586,90,8,2000,1918,5,1,838,816.0,275.0,1.0,838,6,BrkSide,TA,Ex,Fa,Fin,Detchd,WD,130000.0
587,27,27,1982,1982,4,1,860,840.0,528.0,2.0,860,5,Sawyer,TA,TA,TA,Unf,Detchd,WD,137000.0
588,41,6,2003,1968,5,1,1473,1437.0,452.0,1.0,1473,5,ClearCr,TA,Ex,Ex,Unf,Attchd,WD,143000.0
589,78,48,1960,1930,4,1,779,742.0,308.0,1.0,779,5,BrkSide,TA,TA,TA,Unf,Detchd,WD,79500.0
590,4,4,2004,2004,6,2,770,770.0,520.0,2.0,1582,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,185900.0
591,1,1,2008,2008,10,2,1728,1722.0,842.0,3.0,2296,10,NridgHt,Ex,Ex,Ex,RFn,BuiltIn,ConLI,451950.0
592,26,5,2003,1982,4,1,816,816.0,816.0,2.0,816,5,Mitchel,TA,Ex,TA,Fin,Detchd,WD,138000.0
593,6,6,2003,2003,4,1,848,848.0,420.0,2.0,848,6,CollgCr,Gd,Ex,Gd,Fin,Attchd,WD,140000.0
594,33,33,1975,1975,5,1,924,924.0,280.0,1.0,924,5,CollgCr,Gd,TA,TA,Unf,Detchd,WD,110000.0
